address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
12 98th Lane NW,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,651-399-6834,"Wheelchair, Bathroom Hand Rails",5440,"Butterfly Assisted Living, LLC (55 PLUS MOVE-IN SPECIAL !)",MN,"In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=5440
2568 Greystone Ave N,Main Floor /,1,Verbal Aggression,Oakdale,"DD Waiver, CADI Waiver, TBI",,Awake,651-724-7952,,5277,MDM Rubicon Inc./ BridgesMN,MN,CRS/Formerly SLS,1:2,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=5277
5228  185th street W,"Basement, Upstairs /",4,"Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Farmington,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,952-994-3054,Bathroom Hand Rails,5284,Alliance Wellness Homes 55+,MN,"SILS, In-Home",1:2,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=5284
638 Wheaton Ave W,Main Floor /,1,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Roseville,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651-283-7105,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5489,Thomas Nebi,MN,Foster Care,1:1,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=5489
Coventry Dr.,,1,,North Branch,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(763) 358-4703,,4212,Mains'l Services,MN,"CRS/Formerly SLS, Foster Care",,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=4212
Yates Ave,,1,,Brooklyn Park,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(612) 227-7220,,5357,Mains'l Services,MN,Foster Care,,"Jun 27, 2023",https://mnopenings.org/profile/housing/?profile=5357
8504 Park Ave S,"Main Floor, Basement /",2,"Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Bloomington,"CADI Waiver, Elderly Waiver",On Call,Awake,info@brightcaresvs.com,"Wheelchair, Ramp",4226,BrightCare Customize Living,MN,CRS/Formerly SLS,1:2,"Jun 26, 2023",https://mnopenings.org/profile/housing/?profile=4226
638 Wheaton Ave W,Main Floor /,1,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Roseville,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651-283-7105,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5487,Thomas Nebi,MN,Foster Care,1:2,"Jun 26, 2023",https://mnopenings.org/profile/housing/?profile=5487
6703 89TH AVE N,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,763 - 703 - 3256,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4854,Happy Care Inc,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite",1:3,"Jun 23, 2023",https://mnopenings.org/profile/housing/?profile=4854
430 Niagara Lane N,"Main Floor, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Plymouth,"DD Waiver, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,16126079109,,3770,JOYLIVING INC,MN,"CRS/Formerly SLS, In-Home, Temporary Care",1:2,"Jun 23, 2023",https://mnopenings.org/profile/housing/?profile=3770
729 Bennett St,Basement /,2,,North Mankato,"DD Waiver, CADI Waiver, TBI",,Sleep,6512552204,,5486,Lutheran Social Service - Host Homes,MN,"Foster Care, In-Home",,"Jun 23, 2023",https://mnopenings.org/profile/housing/?profile=5486
10036 washburn ave s,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",bloomington,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6125011331,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3612,Adamshealthcare services,MN,In-Home,1:2,"Jun 22, 2023",https://mnopenings.org/profile/housing/?profile=3612
506 fair ave w,Basement /,1,"Self Injurious, Verbal Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Mora,"DD Waiver, CADI Waiver",,Sleep,651-983-2702,,4232,Better Avenues,MN,"CRS/Formerly SLS, Foster Care",2:4,"Jun 22, 2023",https://mnopenings.org/profile/housing/?profile=4232
13043 BLUEBIRD ST. NW,,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6123821300,,3624,Weyu Bekuto AFC,MN,"CRS/Formerly SLS, Foster Care, Respite",1:1,"Jun 21, 2023",https://mnopenings.org/profile/housing/?profile=3624
478 Aurora Ave,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",Saint Paul,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6513324220,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",3097,Entrusted Home Healthcare,MN,"CRS/Formerly SLS, Foster Care, Respite",1:3,"Jun 21, 2023",https://mnopenings.org/profile/housing/?profile=3097
3541 Aquila Avenue South St. Louis Park MN 55426,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",St. Louis Park,"CADI Waiver, Elderly Waiver, Private Pay",Weekly Visit,Awake,952-688-7713,Bathroom Hand Rails,5433,H & H Group Home LLC,MN,In-Home,2:4,"Jun 21, 2023",https://mnopenings.org/profile/housing/?profile=5433
2817 hampshire ave n,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",crystal,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Medical Assistance",Weekly Visit,Awake,612-644-8005,Bathroom Hand Rails,3595,Partners in care Inc,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite, Temporary Care",1:1,"Jun 20, 2023",https://mnopenings.org/profile/housing/?profile=3595
117 - 14th Avenue South,Main Floor /,1,,South St Paul,DD Waiver,,Sleep,6514500444,,5483,"Thomas Allen, Inc.",MN,CRS/Formerly SLS,2:4,"Jun 20, 2023",https://mnopenings.org/profile/housing/?profile=5483
12640 Able Circle Northeast,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-245-5488,Stair Lift,5482,Megerso Hawiya,MN,"Foster Care, In-Home",1:1,"Jun 20, 2023",https://mnopenings.org/profile/housing/?profile=5482
*** Ottawa Ave,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Saint Paul,"CADI Waiver, Elderly Waiver, Private Pay",On Call,Awake,6148158133,"Wheelchair, Ramp, Bathroom Hand Rails",4170,Healing Care Services LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Temporary Care, Out of Metro Crisis Bed",1:3,"Jun 20, 2023",https://mnopenings.org/profile/housing/?profile=4170
7642 Jasmine Avenue S,"Main Floor, Upstairs /",5,"Self Injurious, Verbal Aggression, Physical Aggression",Cottage Grove,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,6127439939,,5420,Caring Angels Health Care services Inc.,MN,In-Home,2:4,"Jun 20, 2023",https://mnopenings.org/profile/housing/?profile=5420
5100 Xerxes Ave N,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,952-992-9277,Bathroom Hand Rails,4711,Noah Assisting Living,MN,In-Home,1:3,"Jun 19, 2023",https://mnopenings.org/profile/housing/?profile=4711
7379 Degrio Way,Basement /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Inver Grove Heights,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,763-777-1848,"Ramp, Stair Lift",5060,DW Adult Foster Care,MN,"Foster Care, In-Home",1:1,"Jun 19, 2023",https://mnopenings.org/profile/housing/?profile=5060
2205 Marshall Street NE,"Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,16122810077,,3761,Alliance Group Home,MN,"CRS/Formerly SLS, ICF, Respite",1:2,"Jun 19, 2023",https://mnopenings.org/profile/housing/?profile=3761
5324 Boulder Ln,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,8668854928,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3339,Love & Care LLC,MN,"CRS/Formerly SLS, ICF, SILS, Out of Metro Crisis Bed",1:2,"Jun 17, 2023",https://mnopenings.org/profile/housing/?profile=3339
384 66th Avenue NE,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Fridley,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Call,Awake,612-281-2732,"Wheelchair, Ramp",5089,MillCity Home Health Care Inc.,MN,"CRS/Formerly SLS, ICF, In-Home",2:4,"Jun 16, 2023",https://mnopenings.org/profile/housing/?profile=5089
1144 36 ½ Ave NE,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,(612) 446-5217,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5398,"QUALITY GROUP HOMES (55+ CADI, BI, and TBI)",MN,CRS/Formerly SLS,1:1,"Jun 16, 2023",https://mnopenings.org/profile/housing/?profile=5398
7222 Upper 35th St. N,Basement /,1,Verbal Aggression,Oakdale,"DD Waiver, CADI Waiver",,Sleep,651-724-7952,,5447,MDM Rubicon Inc./ BridgesMN,MN,CRS/Formerly SLS,1:3,"Jun 16, 2023",https://mnopenings.org/profile/housing/?profile=5447
6320 Vincent Ave S,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6125011331,"Wheelchair, Ramp",4594,APPLEWOOD RICHFIELD,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite",1:2,"Jun 15, 2023",https://mnopenings.org/profile/housing/?profile=4594
6511 irving ave s,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-501-1331,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4391,APPLEWOOD RICHFIELD,MN,"CRS/Formerly SLS, In-Home",1:2,"Jun 15, 2023",https://mnopenings.org/profile/housing/?profile=4391
15011 aberdeen st ne,"Basement, Upstairs /",2,"Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",ham lake,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6513541770,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5480,Eddie home care services AFC,MN,"Foster Care, In-Home, Respite",1:1,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=5480
15011 aberdeen st ne,"Basement, Upstairs /",2,"Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",ham lake,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6513541770,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5479,Eddie home care services AFC,MN,"Foster Care, In-Home, Respite",1:1,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=5479
15011 aberdeen st ne,"Basement, Upstairs /",2,"Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",ham lake,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6513541770,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5478,Eddie home care services AFC,MN,"Foster Care, In-Home, Respite",1:1,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=5478
6338 marx ave ne,"Main Floor, Basement /",4,"Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Otsego,"DD Waiver, CAC, CADI Waiver, TBI",On Site,Awake,6125408009,Bathroom Hand Rails,5370,Grace Paradise AFC,MN,"Foster Care, In-Home, Respite",1:3,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=5370
3417 26th Ave S,"Basement, Upstairs /",3,,Minneapolis,"CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,612 735 5854,"Wheelchair, Bathroom Hand Rails",4916,Unitedcare Assist LLC,MN,In-Home,1:3,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=4916
5748 REGENT AVENUE NOTH,Main Floor /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors",CRYSTAL,"CADI Waiver, Elderly Waiver, Medical Assistance",On Call,Awake,612-447-7729,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",5477,CHEZ MICHAEL CARE LLC,MN,"CRS/Formerly SLS, In-Home",,"Jun 14, 2023",https://mnopenings.org/profile/housing/?profile=5477
15872 Eastchester Rd,"Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Apple Valley,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Call,Awake,952-250-5336,,4022,Friendship House,MN,In-Home,1:1,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=4022
XXX Penn Ave S,Main Floor /,1,Verbal Aggression,Richfield,"DD Waiver, CAC, CADI Waiver, TBI",,,763-852-5343,,5476,REM Minnesota,MN,SLS,1:3,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=5476
XXX Cottonwood Ave,Main Floor /,1,"Verbal Aggression, Property Destruction",Redwing,"DD Waiver, CADI Waiver, TBI",On Call,Sleep,952-852-9612,,5475,REM Minnesota,MN,SLS,2:4,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=5475
xxxx Malmquist Ave,Main Floor /,1,,Redwing,"DD Waiver, CADI Waiver, TBI",On Call,Electronic Monitoring,952-852-9612,Wheelchair,4729,REM Minnesota,MN,CRS/Formerly SLS,2:4,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=4729
XXX William Ave,,2,"Verbal Aggression, Physical Aggression, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Edina,Private Pay,On Call,Awake,763-852-5340,"Wheelchair, Hoyer Lift, Ramp",4339,REM Minnesota,MN,ICF,2:4,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=4339
XXX Queen Ave S,Upstairs /,1,"Verbal Aggression, Physical Aggression, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,Private Pay,On Call,Awake,763-852-5340,,5473,REM Minnesota,MN,ICF,2:4,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=5473
XXX Westwood Rd,"Main Floor, Upstairs /",6+,"Verbal Aggression, Physical Aggression, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minnetonka,Private Pay,On Call,Awake,763-852-5340,"Wheelchair, Hoyer Lift, Ramp",5472,REM Minnesota,MN,ICF,2:4,"Jun 13, 2023",https://mnopenings.org/profile/housing/?profile=5472
5060 Hughes Ave,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Fridley,"DD Waiver, CADI Waiver, TBI, Private Pay",Weekly Visit,Awake,6125982405  /Optimumhealthcareservice@gmail.com,"Wheelchair, Ramp, Bathroom Hand Rails",4081,"Optimum Healthcare Services, LLC",MN,"CRS/Formerly SLS, Foster Care, In-Home, Respite",1:2,"Jun 12, 2023",https://mnopenings.org/profile/housing/?profile=4081
1805 15th Ave S,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Positive Support Transition Plan",Minneapolis,"DD Waiver, CADI Waiver, TBI, Elderly Waiver",Weekly Visit,Awake,612-998-0361,,5469,Vision2020 Group Home,MN,In-Home,2:4,"Jun 12, 2023",https://mnopenings.org/profile/housing/?profile=5469
2517 Hayward Ave N,Main Floor /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Oakdale,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6512894006,"Wheelchair, Ramp, Bathroom Hand Rails",3436,Carepoint Home Inc,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jun 11, 2023",https://mnopenings.org/profile/housing/?profile=3436
2517 Hayward Ave N,"Main Floor, Basement, Upstairs /",3,,Okdale,"DD Waiver, CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6512894006,,5468,Carepoint Home Inc,MN,CRS/Formerly SLS,1:2,"Jun 11, 2023",https://mnopenings.org/profile/housing/?profile=5468
4600 Chicago Ave,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Positive Support Transition Plan",Minneapolis,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6123455101,"Wheelchair, Hoyer Lift, Stair Lift",5280,Thrive Social Services,MN,"CRS/Formerly SLS, In-Home, Respite",1:2,"Jun 11, 2023",https://mnopenings.org/profile/housing/?profile=5280
345 Cedar Street,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",ST Paul,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6123455101,"Wheelchair, Stair Lift, Bathroom Hand Rails",5282,Thrive Social Services,MN,CRS/Formerly SLS,1:2,"Jun 11, 2023",https://mnopenings.org/profile/housing/?profile=5282
1214 Autumn St  MN 55113,"Main Floor, Basement /",4,"Verbal Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Roseville,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,651-440-1065,Bathroom Hand Rails,5222,Midwest Residential Services LLC,MN,"SILS, In-Home",1:2,"Jun 10, 2023",https://mnopenings.org/profile/housing/?profile=5222
6949 Janell Ave N,Basement /,1,"Verbal Aggression, Positive Support Transition Plan",Brooklyn Park,"Private Pay, Medical Assistance",On Site,Awake,763-438-8869,Ramp,5259,Secured Health and homecare.,MN,In-Home,1:1,"Jun 10, 2023",https://mnopenings.org/profile/housing/?profile=5259
Redwing,Main Floor /,1,,Redwing,DD Waiver,On Call,,952-852-9612,Ramp,4728,REM Minnesota,MN,CRS/Formerly SLS,2:4,"Jun 09, 2023",https://mnopenings.org/profile/housing/?profile=4728
2738 Oakland Ave S,Upstairs /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",,Awake,612-203-7301,Ramp,4389,Grace Hand Group Home LLC,MN,"CRS/Formerly SLS, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"Jun 09, 2023",https://mnopenings.org/profile/housing/?profile=4389
xxxx Edgerton Street,"Basement, Upstairs /",2,"Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Vadnais Heights,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Medical Assistance",On Site,Awake,612-978-9661,Ramp,4347,SofiCare AFC,MN,"Foster Care, In-Home, Respite",1:1,"Jun 09, 2023",https://mnopenings.org/profile/housing/?profile=4347
4309 WEST OLD SHAKOPEE ROAD,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Bloomington,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,(612)730-4235,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5112,iMed Home Care LLC,MN,ICF,1:2,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5112
8606 Beverly Street,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Duluth,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,218.740.7623,,5465,"Residential Services, Inc.",MN,Foster Care,1:1,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5465
2206 W. Arrowhead Rd.,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Duluth,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,218.740.7623,Ramp,5466,"Residential Services, Inc.",MN,Foster Care,1:1,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5466
423 Sparkman Avenue,Main Floor /,1,,Duluth,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,218.740.7617,"Wheelchair, Ramp",5464,"Residential Services, Inc.",MN,Foster Care,1:3,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5464
615 Jewell St.,,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement",Mora,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,763.710.0419,,5463,"Residential Services, Inc.",MN,Foster Care,1:1,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5463
712 Village Green Lane,Upstairs /,1,"Verbal Aggression, Physical Aggression, Property Destruction",Mora,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Sleep,612.741.5582,,5462,"Residential Services, Inc.",MN,Foster Care,1:3,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=5462
2901 west 90 th street,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Bloomington,CADI Waiver,On Site,Awake,952-444-3101,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",3740,Caringhands LLC,MN,In-Home,1:3,"Jun 08, 2023",https://mnopenings.org/profile/housing/?profile=3740
XXXX Holloway Avenue E,Main Floor /,1,,Maplewood,"DD Waiver, CADI Waiver, TBI",On Call,Awake,6516436766,"Wheelchair, Hoyer Lift, Hospital Bed, Bathroom Hand Rails",5457,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jun 07, 2023",https://mnopenings.org/profile/housing/?profile=5457
XXXX Clarence Street,Main Floor /,1,,Maplewood,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,6516436766,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5456,"REM Ramsey, Inc.",MN,"CRS/Formerly SLS, Respite",2:4,"Jun 07, 2023",https://mnopenings.org/profile/housing/?profile=5456
11820 Xeon Blvd,Main Floor /,1,Verbal Aggression,Coon Rapids,Medical Assistance,On Site,Awake,763-274-8473,"Wheelchair, Hoyer Lift, Hospital Bed, Bathroom Hand Rails",998,Mary T. Inc.,MN,ICF,2:4,"Jun 07, 2023",https://mnopenings.org/profile/housing/?profile=998
717 Terrace Dr,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Roseville,"CADI Waiver, TBI, Elderly Waiver",On Call,Awake,6517973598,,3721,Recovery Home Healthcare,MN,In-Home,2:4,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=3721
